ddat-profession-capability-framework	ddat-profession-capability-framework-skill-type	ddat-profession-capability-framework-job-family	ddat-profession-capability-framework-role	ddat-profession-capability-framework-role-level	ddat-profession-capability-framework-skill	ddat-profession-capability-framework-level	start-date	end-date
242100.66	11	102	1011	1040.01	1007	105		
242100.71	11	102	1011	1040.01	1059	101		
242100.71	11	102	1011	1040.01	1059	102		
242100.71	11	102	1011	1040.01	1059	103		
242100.71	11	102	1011	1040.01	1059	104		
242100.71	11	102	1011	1040.01	1059	105		
242100.76	11	102	1011	1040.01	1087	101		
242100.76	11	102	1011	1040.01	1087	102		
242100.76	11	102	1011	1040.01	1087	103		
242100.76	11	102	1011	1040.01	1087	104		
242100.76	11	102	1011	1040.01	1087	105		
242300.11	10	102	1012	1041.01	1044	101		
242300.11	10	102	1012	1041.01	1044	102		
242300.11	10	102	1012	1041.01	1044	103		
242300.11	10	102	1012	1041.01	1044	104		
242300.11	10	102	1012	1041.01	1044	105		
242300.16	10	102	1012	1041.01	1071	101		
242300.16	10	102	1012	1041.01	1071	102		
242300.16	10	102	1012	1041.01	1071	103		
242300.16	10	102	1012	1041.01	1071	104		
242300.16	10	102	1012	1041.01	1071	105		
242300.21	10	102	1012	1041.01	1085	101		
242300.21	10	102	1012	1041.01	1085	102		
242300.21	10	102	1012	1041.01	1085	103		
242300.21	10	102	1012	1041.01	1085	104		
242300.21	10	102	1012	1041.01	1085	105		
242300.26	10	102	1012	1041.01	1095	101		
242300.26	10	102	1012	1041.01	1095	102		
242300.26	10	102	1012	1041.01	1095	103		
242300.26	10	102	1012	1041.01	1095	104		
242300.26	10	102	1012	1041.01	1095	105		
242300.31	10	102	1012	1041.01	1105	101		
242300.31	10	102	1012	1041.01	1105	102		
242300.31	10	102	1012	1041.01	1105	103		
242300.31	10	102	1012	1041.01	1105	104		
242300.31	10	102	1012	1041.01	1105	105		
242300.36	10	102	1012	1041.01	1107	101		
242300.36	10	102	1012	1041.01	1107	102		
242300.36	10	102	1012	1041.01	1107	103		
242300.36	10	102	1012	1041.01	1107	104		
242300.36	10	102	1012	1041.01	1107	105		
242300.41	10	102	1012	1041.01	1136	101		
242300.41	10	102	1012	1041.01	1136	102		
242300.41	10	102	1012	1041.01	1136	103		
242300.41	10	102	1012	1041.01	1136	104		
242300.41	10	102	1012	1041.01	1136	105		
242300.66	11	102	1012	1041.01	1007	101		
242300.66	11	102	1012	1041.01	1007	102		
242300.66	11	102	1012	1041.01	1007	103		
242300.66	11	102	1012	1041.01	1007	104		
242300.66	11	102	1012	1041.01	1007	105		
242300.71	11	102	1012	1041.01	1060	101		
242300.71	11	102	1012	1041.01	1060	102		
242300.71	11	102	1012	1041.01	1060	103		
242300.71	11	102	1012	1041.01	1060	104		
242300.71	11	102	1012	1041.01	1060	105		
242300.76	11	102	1012	1041.01	1087	101		
242300.76	11	102	1012	1041.01	1087	102		
242300.76	11	102	1012	1041.01	1087	103		
242300.76	11	102	1012	1041.01	1087	104		
242300.76	11	102	1012	1041.01	1087	105		
242310.11	10	102	1012	1042.01	1045	101		
242310.11	10	102	1012	1042.01	1045	102		
242310.11	10	102	1012	1042.01	1045	103		
242310.11	10	102	1012	1042.01	1045	104		
242310.11	10	102	1012	1042.01	1045	105		
242310.16	10	102	1012	1042.01	1071	101		
242310.16	10	102	1012	1042.01	1071	102		
242310.16	10	102	1012	1042.01	1071	103		
242310.16	10	102	1012	1042.01	1071	104		
242310.16	10	102	1012	1042.01	1071	105		
242310.21	10	102	1012	1042.01	1086	101		
242310.21	10	102	1012	1042.01	1086	102		
242310.21	10	102	1012	1042.01	1086	103		
242310.21	10	102	1012	1042.01	1086	104		
242310.21	10	102	1012	1042.01	1086	105		
242310.31	10	102	1012	1042.01	1105	101		
242310.31	10	102	1012	1042.01	1105	102		
242310.31	10	102	1012	1042.01	1105	103		
242310.31	10	102	1012	1042.01	1105	104		
242310.31	10	102	1012	1042.01	1105	105		
242310.36	10	102	1012	1042.01	1108	101		
242310.36	10	102	1012	1042.01	1108	102		
242310.36	10	102	1012	1042.01	1108	103		
242310.36	10	102	1012	1042.01	1108	104		
242310.36	10	102	1012	1042.01	1108	105		
242310.41	10	102	1012	1042.01	1136	101		
242310.41	10	102	1012	1042.01	1136	102		
242310.41	10	102	1012	1042.01	1136	103		
242310.41	10	102	1012	1042.01	1136	104		
242310.41	10	102	1012	1042.01	1136	105		
242310.66	11	102	1012	1042.01	1007	101		
242310.66	11	102	1012	1042.01	1007	102		
242310.66	11	102	1012	1042.01	1007	103		
242310.66	11	102	1012	1042.01	1007	104		
242310.66	11	102	1012	1042.01	1007	105		
242310.71	11	102	1012	1042.01	1059	101		
242310.71	11	102	1012	1042.01	1059	102		
242310.71	11	102	1012	1042.01	1059	103		
242310.71	11	102	1012	1042.01	1059	104		
242310.71	11	102	1012	1042.01	1059	105		
242310.76	11	102	1012	1042.01	1087	101		
242310.76	11	102	1012	1042.01	1087	102		
242310.76	11	102	1012	1042.01	1087	103		
242310.76	11	102	1012	1042.01	1087	104		
242310.76	11	102	1012	1042.01	1087	105		
242320.11	10	102	1012	1043.01	1044	101		
242320.11	10	102	1012	1043.01	1044	102		
242320.11	10	102	1012	1043.01	1044	103		
242320.11	10	102	1012	1043.01	1044	104		
242320.11	10	102	1012	1043.01	1044	105		
242320.16	10	102	1012	1043.01	1071	101		
242320.16	10	102	1012	1043.01	1071	102		
242320.16	10	102	1012	1043.01	1071	103		
242320.16	10	102	1012	1043.01	1071	104		
242320.16	10	102	1012	1043.01	1071	105		
242320.21	10	102	1012	1043.01	1085	101		
242320.21	10	102	1012	1043.01	1085	102		
242320.21	10	102	1012	1043.01	1085	103		
242320.21	10	102	1012	1043.01	1085	104		
242320.21	10	102	1012	1043.01	1085	105		
242320.26	10	102	1012	1043.01	1095	101		
242320.26	10	102	1012	1043.01	1095	102		
242320.26	10	102	1012	1043.01	1095	103		
242320.26	10	102	1012	1043.01	1095	104		
242320.26	10	102	1012	1043.01	1095	105		
242320.31	10	102	1012	1043.01	1105	101		
242320.31	10	102	1012	1043.01	1105	102		
242320.31	10	102	1012	1043.01	1105	103		
242320.31	10	102	1012	1043.01	1105	104		
242320.31	10	102	1012	1043.01	1105	105		
242320.36	10	102	1012	1043.01	1107	101		
242320.36	10	102	1012	1043.01	1107	102		
242320.36	10	102	1012	1043.01	1107	103		
242320.36	10	102	1012	1043.01	1107	104		
242320.36	10	102	1012	1043.01	1107	105		
242320.41	10	102	1012	1043.01	1136	101		
242320.41	10	102	1012	1043.01	1136	102		
242320.41	10	102	1012	1043.01	1136	103		
242320.41	10	102	1012	1043.01	1136	104		
242320.41	10	102	1012	1043.01	1136	105		
242320.66	11	102	1012	1043.01	1007	101		
242320.66	11	102	1012	1043.01	1007	102		
242320.66	11	102	1012	1043.01	1007	103		
242320.66	11	102	1012	1043.01	1007	104		
242320.66	11	102	1012	1043.01	1007	105		
242320.71	11	102	1012	1043.01	1060	101		
242320.71	11	102	1012	1043.01	1060	102		
242320.71	11	102	1012	1043.01	1060	103		
242320.71	11	102	1012	1043.01	1060	104		
242320.71	11	102	1012	1043.01	1060	105		
242320.76	11	102	1012	1043.01	1087	101		
242320.76	11	102	1012	1043.01	1087	102		
242320.76	11	102	1012	1043.01	1087	103		
242320.76	11	102	1012	1043.01	1087	104		
242320.76	11	102	1012	1043.01	1087	105		
242330.11	10	102	1012	1044.01	1045	101		
242330.11	10	102	1012	1044.01	1045	102		
242330.11	10	102	1012	1044.01	1045	103		
242330.11	10	102	1012	1044.01	1045	104		
242330.11	10	102	1012	1044.01	1045	105		
242330.16	10	102	1012	1044.01	1071	101		
242330.16	10	102	1012	1044.01	1071	102		
242330.16	10	102	1012	1044.01	1071	103		
242330.16	10	102	1012	1044.01	1071	104		
242330.16	10	102	1012	1044.01	1071	105		
242330.21	10	102	1012	1044.01	1086	101		
242330.21	10	102	1012	1044.01	1086	102		
242330.21	10	102	1012	1044.01	1086	103		
242330.21	10	102	1012	1044.01	1086	104		
242330.21	10	102	1012	1044.01	1086	105		
242330.26	10	102	1012	1044.01	1095	101		
242330.26	10	102	1012	1044.01	1095	102		
242330.26	10	102	1012	1044.01	1095	103		
242330.26	10	102	1012	1044.01	1095	104		
242330.26	10	102	1012	1044.01	1095	105		
242330.31	10	102	1012	1044.01	1105	101		
242330.31	10	102	1012	1044.01	1105	102		
242330.31	10	102	1012	1044.01	1105	103		
242330.31	10	102	1012	1044.01	1105	104		
242330.31	10	102	1012	1044.01	1105	105		
242330.36	10	102	1012	1044.01	1108	101		
242330.36	10	102	1012	1044.01	1108	102		
242330.36	10	102	1012	1044.01	1108	103		
242330.36	10	102	1012	1044.01	1108	104		
242330.36	10	102	1012	1044.01	1108	105		
242330.41	10	102	1012	1044.01	1136	101		
242330.41	10	102	1012	1044.01	1136	102		
242330.41	10	102	1012	1044.01	1136	103		
242330.41	10	102	1012	1044.01	1136	104		
242330.41	10	102	1012	1044.01	1136	105		
242330.66	11	102	1012	1044.01	1007	101		
242330.66	11	102	1012	1044.01	1007	102		
242330.66	11	102	1012	1044.01	1007	103		
242330.66	11	102	1012	1044.01	1007	104		
242330.66	11	102	1012	1044.01	1007	105		
242330.71	11	102	1012	1044.01	1059	101		
242330.71	11	102	1012	1044.01	1059	102		
242330.71	11	102	1012	1044.01	1059	103		
242330.71	11	102	1012	1044.01	1059	104		
242330.71	11	102	1012	1044.01	1059	105		
242330.76	11	102	1012	1044.01	1087	101		
242330.76	11	102	1012	1044.01	1087	102		
242330.76	11	102	1012	1044.01	1087	103		
242330.76	11	102	1012	1044.01	1087	104		
242330.76	11	102	1012	1044.01	1087	105		
242340.11	10	102	1012	1045.01	1044	101		
242340.11	10	102	1012	1045.01	1044	102		
242340.11	10	102	1012	1045.01	1044	103		
242340.11	10	102	1012	1045.01	1044	104		
242340.11	10	102	1012	1045.01	1044	105		
242340.16	10	102	1012	1045.01	1071	101		
242340.16	10	102	1012	1045.01	1071	102		
242340.16	10	102	1012	1045.01	1071	103		
242340.16	10	102	1012	1045.01	1071	104		
242340.16	10	102	1012	1045.01	1071	105		
242340.21	10	102	1012	1045.01	1085	101		
242340.21	10	102	1012	1045.01	1085	102		
242340.21	10	102	1012	1045.01	1085	103		
242340.21	10	102	1012	1045.01	1085	104		
242340.21	10	102	1012	1045.01	1085	105		
242340.26	10	102	1012	1045.01	1095	101		
242340.26	10	102	1012	1045.01	1095	102		
242340.26	10	102	1012	1045.01	1095	103		
242340.26	10	102	1012	1045.01	1095	104		
242340.26	10	102	1012	1045.01	1095	105		
242340.31	10	102	1012	1045.01	1105	101		
242340.31	10	102	1012	1045.01	1105	102		
242340.31	10	102	1012	1045.01	1105	103		
242340.31	10	102	1012	1045.01	1105	104		
242340.31	10	102	1012	1045.01	1105	105		
242340.36	10	102	1012	1045.01	1107	101		
242340.36	10	102	1012	1045.01	1107	102		
242340.36	10	102	1012	1045.01	1107	103		
242340.36	10	102	1012	1045.01	1107	104		
242340.36	10	102	1012	1045.01	1107	105		
242340.41	10	102	1012	1045.01	1136	101		
242340.41	10	102	1012	1045.01	1136	102		
242340.41	10	102	1012	1045.01	1136	103		
242340.41	10	102	1012	1045.01	1136	104		
242340.41	10	102	1012	1045.01	1136	105		
242340.66	11	102	1012	1045.01	1007	101		
242340.66	11	102	1012	1045.01	1007	102		
242340.66	11	102	1012	1045.01	1007	103		
242340.66	11	102	1012	1045.01	1007	104		
242340.66	11	102	1012	1045.01	1007	105		
242340.71	11	102	1012	1045.01	1060	101		
242340.71	11	102	1012	1045.01	1060	102		
242340.71	11	102	1012	1045.01	1060	103		
242340.71	11	102	1012	1045.01	1060	104		
242340.71	11	102	1012	1045.01	1060	105		
242340.76	11	102	1012	1045.01	1087	101		
242340.76	11	102	1012	1045.01	1087	102		
242340.76	11	102	1012	1045.01	1087	103		
242340.76	11	102	1012	1045.01	1087	104		
242340.76	11	102	1012	1045.01	1087	105		
242350.11	10	102	1012	1046.01	1045	101		
242350.11	10	102	1012	1046.01	1045	102		
242350.11	10	102	1012	1046.01	1045	103		
242350.11	10	102	1012	1046.01	1045	104		
242350.11	10	102	1012	1046.01	1045	105		
242350.16	10	102	1012	1046.01	1071	101		
242350.16	10	102	1012	1046.01	1071	102		
242350.16	10	102	1012	1046.01	1071	103		
242350.16	10	102	1012	1046.01	1071	104		
242350.16	10	102	1012	1046.01	1071	105		
242350.21	10	102	1012	1046.01	1086	101		
242350.21	10	102	1012	1046.01	1086	102		
242350.21	10	102	1012	1046.01	1086	103		
242350.21	10	102	1012	1046.01	1086	104		
242350.21	10	102	1012	1046.01	1086	105		
242350.26	10	102	1012	1046.01	1095	101		
242350.26	10	102	1012	1046.01	1095	102		
242350.26	10	102	1012	1046.01	1095	103		
242350.26	10	102	1012	1046.01	1095	104		
242350.26	10	102	1012	1046.01	1095	105		
242350.31	10	102	1012	1046.01	1105	101		
242350.31	10	102	1012	1046.01	1105	102		
242350.31	10	102	1012	1046.01	1105	103		
242350.31	10	102	1012	1046.01	1105	104		
242350.31	10	102	1012	1046.01	1105	105		
242350.36	10	102	1012	1046.01	1108	101		
242350.36	10	102	1012	1046.01	1108	102		
242350.36	10	102	1012	1046.01	1108	103		
242350.36	10	102	1012	1046.01	1108	104		
242350.36	10	102	1012	1046.01	1108	105		
242350.41	10	102	1012	1046.01	1136	101		
242350.41	10	102	1012	1046.01	1136	102		
242350.41	10	102	1012	1046.01	1136	103		
242350.41	10	102	1012	1046.01	1136	104		
242350.41	10	102	1012	1046.01	1136	105		
242350.66	11	102	1012	1046.01	1007	101		
242350.66	11	102	1012	1046.01	1007	102		
242350.66	11	102	1012	1046.01	1007	103		
242350.66	11	102	1012	1046.01	1007	104		
242350.66	11	102	1012	1046.01	1007	105		
242350.71	11	102	1012	1046.01	1059	101		
242350.71	11	102	1012	1046.01	1059	102		
242350.71	11	102	1012	1046.01	1059	103		
242350.71	11	102	1012	1046.01	1059	104		
242350.71	11	102	1012	1046.01	1059	105		
242350.76	11	102	1012	1046.01	1087	101		
242350.76	11	102	1012	1046.01	1087	102		
242350.76	11	102	1012	1046.01	1087	103		
242350.76	11	102	1012	1046.01	1087	104		
242350.76	11	102	1012	1046.01	1087	105		
242360.11	10	102	1012	1047.01	1045	101		
242360.11	10	102	1012	1047.01	1045	102		
242360.11	10	102	1012	1047.01	1045	103		
242360.11	10	102	1012	1047.01	1045	104		
242360.11	10	102	1012	1047.01	1045	105		
242360.16	10	102	1012	1047.01	1071	101		
242360.16	10	102	1012	1047.01	1071	102		
242360.16	10	102	1012	1047.01	1071	103		
242360.16	10	102	1012	1047.01	1071	104		
242360.16	10	102	1012	1047.01	1071	105		
242360.21	10	102	1012	1047.01	1086	101		
242360.21	10	102	1012	1047.01	1086	102		
242360.21	10	102	1012	1047.01	1086	103		
242360.21	10	102	1012	1047.01	1086	104		
242360.21	10	102	1012	1047.01	1086	105		
242360.26	10	102	1012	1047.01	1095	101		
242360.26	10	102	1012	1047.01	1095	102		
242360.26	10	102	1012	1047.01	1095	103		
242360.26	10	102	1012	1047.01	1095	104		
242360.26	10	102	1012	1047.01	1095	105		
242360.31	10	102	1012	1047.01	1105	101		
242360.31	10	102	1012	1047.01	1105	102		
242360.31	10	102	1012	1047.01	1105	103		
242360.31	10	102	1012	1047.01	1105	104		
242360.31	10	102	1012	1047.01	1105	105		
242360.36	10	102	1012	1047.01	1108	101		
242360.36	10	102	1012	1047.01	1108	102		
242360.36	10	102	1012	1047.01	1108	103		
242360.36	10	102	1012	1047.01	1108	104		
242360.36	10	102	1012	1047.01	1108	105		
242360.41	10	102	1012	1047.01	1136	101		
242360.41	10	102	1012	1047.01	1136	102		
242360.41	10	102	1012	1047.01	1136	103		
242360.41	10	102	1012	1047.01	1136	104		
242360.41	10	102	1012	1047.01	1136	105		
242360.66	11	102	1012	1047.01	1007	101		
242360.66	11	102	1012	1047.01	1007	102		
242360.66	11	102	1012	1047.01	1007	103		
242360.66	11	102	1012	1047.01	1007	104		
242360.66	11	102	1012	1047.01	1007	105		
242360.71	11	102	1012	1047.01	1059	101		
242360.71	11	102	1012	1047.01	1059	102		
242360.71	11	102	1012	1047.01	1059	103		
242360.71	11	102	1012	1047.01	1059	104		
242360.71	11	102	1012	1047.01	1059	105		
242360.76	11	102	1012	1047.01	1087	101		
242360.76	11	102	1012	1047.01	1087	102		
242360.76	11	102	1012	1047.01	1087	103		
242360.76	11	102	1012	1047.01	1087	104		
242360.76	11	102	1012	1047.01	1087	105		
242370.11	10	102	1012	1048.01	1071	101		
242370.11	10	102	1012	1048.01	1071	102		
242370.11	10	102	1012	1048.01	1071	103		
242370.11	10	102	1012	1048.01	1071	104		
242370.11	10	102	1012	1048.01	1071	105		
242370.16	10	102	1012	1048.01	1086	101		
242370.16	10	102	1012	1048.01	1086	102		
242370.16	10	102	1012	1048.01	1086	103		
242370.16	10	102	1012	1048.01	1086	104		
242370.16	10	102	1012	1048.01	1086	105		
242370.21	10	102	1012	1048.01	1095	101		
242370.21	10	102	1012	1048.01	1095	102		
242370.21	10	102	1012	1048.01	1095	103		
242370.21	10	102	1012	1048.01	1095	104		
242370.21	10	102	1012	1048.01	1095	105		
242370.26	10	102	1012	1048.01	1105	101		
242370.26	10	102	1012	1048.01	1105	102		
242370.26	10	102	1012	1048.01	1105	103		
242370.26	10	102	1012	1048.01	1105	104		
242370.26	10	102	1012	1048.01	1105	105		
242370.31	10	102	1012	1048.01	1108	101		
242370.31	10	102	1012	1048.01	1108	102		
242370.31	10	102	1012	1048.01	1108	103		
242370.31	10	102	1012	1048.01	1108	104		
242370.31	10	102	1012	1048.01	1108	105		
242370.36	10	102	1012	1048.01	1136	101		
242370.36	10	102	1012	1048.01	1136	102		
242370.36	10	102	1012	1048.01	1136	103		
242370.36	10	102	1012	1048.01	1136	104		
242370.36	10	102	1012	1048.01	1136	105		
242370.66	11	102	1012	1048.01	1007	101		
242370.66	11	102	1012	1048.01	1007	102		
242370.66	11	102	1012	1048.01	1007	103		
242370.66	11	102	1012	1048.01	1007	104		
242370.66	11	102	1012	1048.01	1007	105		
242370.71	11	102	1012	1048.01	1059	101		
242370.71	11	102	1012	1048.01	1059	102		
242370.71	11	102	1012	1048.01	1059	103		
242370.71	11	102	1012	1048.01	1059	104		
242370.71	11	102	1012	1048.01	1059	105		
242370.76	11	102	1012	1048.01	1087	101		
242370.76	11	102	1012	1048.01	1087	102		
242370.76	11	102	1012	1048.01	1087	103		
242370.76	11	102	1012	1048.01	1087	104		
242370.76	11	102	1012	1048.01	1087	105		
242380.11	10	102	1012	1049.01	1071	101		
242380.11	10	102	1012	1049.01	1071	102		
242380.11	10	102	1012	1049.01	1071	103		
242380.11	10	102	1012	1049.01	1071	104		
242380.11	10	102	1012	1049.01	1071	105		
242380.16	10	102	1012	1049.01	1086	101		
242380.16	10	102	1012	1049.01	1086	102		
242380.16	10	102	1012	1049.01	1086	103		
242380.16	10	102	1012	1049.01	1086	104		
242380.16	10	102	1012	1049.01	1086	105		
242380.21	10	102	1012	1049.01	1095	101		
242380.21	10	102	1012	1049.01	1095	102		
242380.21	10	102	1012	1049.01	1095	103		
242380.21	10	102	1012	1049.01	1095	104		
242380.21	10	102	1012	1049.01	1095	105		
242380.66	11	102	1012	1049.01	1007	101		
242380.66	11	102	1012	1049.01	1007	102		
242380.66	11	102	1012	1049.01	1007	103		
242380.66	11	102	1012	1049.01	1007	104		
242380.66	11	102	1012	1049.01	1007	105		
242380.71	11	102	1012	1049.01	1059	101		
242380.71	11	102	1012	1049.01	1059	102		
242380.71	11	102	1012	1049.01	1059	103		
242380.71	11	102	1012	1049.01	1059	104		
242380.71	11	102	1012	1049.01	1059	105		
242380.76	11	102	1012	1049.01	1087	101		
242380.76	11	102	1012	1049.01	1087	102		
242380.76	11	102	1012	1049.01	1087	103		
242380.76	11	102	1012	1049.01	1087	104		
242380.76	11	102	1012	1049.01	1087	105		
242580.11	10	102	1013	1050.01	1059	101		
242580.11	10	102	1013	1050.01	1059	102		
242580.11	10	102	1013	1050.01	1059	103		
242580.11	10	102	1013	1050.01	1059	104		
242580.11	10	102	1013	1050.01	1059	105		
242580.16	10	102	1013	1050.01	1062	101		
242580.16	10	102	1013	1050.01	1062	102		
242580.16	10	102	1013	1050.01	1062	103		
242580.16	10	102	1013	1050.01	1062	104		
242580.16	10	102	1013	1050.01	1062	105		
242580.21	10	102	1013	1050.01	1075	101		
242580.21	10	102	1013	1050.01	1075	102		
242580.21	10	102	1013	1050.01	1075	103		
242580.21	10	102	1013	1050.01	1075	104		
242580.21	10	102	1013	1050.01	1075	105		
242580.26	10	102	1013	1050.01	1081	101		
242580.26	10	102	1013	1050.01	1081	102		
242580.26	10	102	1013	1050.01	1081	103		
242580.26	10	102	1013	1050.01	1081	104		
242580.26	10	102	1013	1050.01	1081	105		
242580.31	10	102	1013	1050.01	1093	101		
242580.31	10	102	1013	1050.01	1093	102		
242580.31	10	102	1013	1050.01	1093	103		
242580.31	10	102	1013	1050.01	1093	104		
242580.31	10	102	1013	1050.01	1093	105		
242580.36	10	102	1013	1050.01	1105	101		
242580.36	10	102	1013	1050.01	1105	102		
242580.36	10	102	1013	1050.01	1105	103		
242580.36	10	102	1013	1050.01	1105	104		
242580.36	10	102	1013	1050.01	1105	105		
242580.41	10	102	1013	1050.01	1108	101		
242580.41	10	102	1013	1050.01	1108	102		
242580.41	10	102	1013	1050.01	1108	103		
242580.41	10	102	1013	1050.01	1108	104		
242580.41	10	102	1013	1050.01	1108	105		
242580.46	10	102	1013	1050.01	1113	101		
242580.46	10	102	1013	1050.01	1113	102		
242580.46	10	102	1013	1050.01	1113	103		
242580.46	10	102	1013	1050.01	1113	104		
242580.46	10	102	1013	1050.01	1113	105		
242580.51	10	102	1013	1050.01	1118	101		
242580.51	10	102	1013	1050.01	1118	102		
242580.51	10	102	1013	1050.01	1118	103		
242580.51	10	102	1013	1050.01	1118	104		
242580.51	10	102	1013	1050.01	1118	105		
242580.56	10	102	1013	1050.01	1121	101		
242580.56	10	102	1013	1050.01	1121	102		
242580.56	10	102	1013	1050.01	1121	103		
242580.56	10	102	1013	1050.01	1121	104		
242580.56	10	102	1013	1050.01	1121	105		
242580.66	11	102	1013	1050.01	1019	101		
242580.66	11	102	1013	1050.01	1019	102		
242580.66	11	102	1013	1050.01	1019	103		
242580.66	11	102	1013	1050.01	1019	104		
242580.66	11	102	1013	1050.01	1019	105		
242580.71	11	102	1013	1050.01	1071	101		
242580.71	11	102	1013	1050.01	1071	102		
242580.71	11	102	1013	1050.01	1071	103		
242580.71	11	102	1013	1050.01	1071	104		
242580.71	11	102	1013	1050.01	1071	105		
242590.11	10	102	1013	1051.01	1059	101		
242590.11	10	102	1013	1051.01	1059	102		
242590.11	10	102	1013	1051.01	1059	103		
242590.11	10	102	1013	1051.01	1059	104		
242590.11	10	102	1013	1051.01	1059	105		
242590.16	10	102	1013	1051.01	1062	101		
242590.16	10	102	1013	1051.01	1062	102		
242590.16	10	102	1013	1051.01	1062	103		
242590.16	10	102	1013	1051.01	1062	104		
242590.16	10	102	1013	1051.01	1062	105		
242590.21	10	102	1013	1051.01	1075	101		
242590.21	10	102	1013	1051.01	1075	102		
242590.21	10	102	1013	1051.01	1075	103		
242590.21	10	102	1013	1051.01	1075	104		
242590.21	10	102	1013	1051.01	1075	105		
242590.26	10	102	1013	1051.01	1081	101		
242590.26	10	102	1013	1051.01	1081	102		
242590.26	10	102	1013	1051.01	1081	103		
242590.26	10	102	1013	1051.01	1081	104		
242590.26	10	102	1013	1051.01	1081	105		
242590.31	10	102	1013	1051.01	1093	101		
242590.31	10	102	1013	1051.01	1093	102		
242590.31	10	102	1013	1051.01	1093	103		
242590.31	10	102	1013	1051.01	1093	104		
242590.31	10	102	1013	1051.01	1093	105		
242590.36	10	102	1013	1051.01	1105	101		
242590.36	10	102	1013	1051.01	1105	102		
242590.36	10	102	1013	1051.01	1105	103		
242590.36	10	102	1013	1051.01	1105	104		
242590.36	10	102	1013	1051.01	1105	105		
242590.41	10	102	1013	1051.01	1108	101		
242590.41	10	102	1013	1051.01	1108	102		
242590.41	10	102	1013	1051.01	1108	103		
242590.41	10	102	1013	1051.01	1108	104		
242590.41	10	102	1013	1051.01	1108	105		
242590.46	10	102	1013	1051.01	1113	101		
242590.46	10	102	1013	1051.01	1113	102		
242590.46	10	102	1013	1051.01	1113	103		
242590.46	10	102	1013	1051.01	1113	104		
242590.46	10	102	1013	1051.01	1113	105		
242590.51	10	102	1013	1051.01	1118	101		
242590.51	10	102	1013	1051.01	1118	102		
242590.51	10	102	1013	1051.01	1118	103		
242590.51	10	102	1013	1051.01	1118	104		
242590.51	10	102	1013	1051.01	1118	105		
242590.56	10	102	1013	1051.01	1121	101		
242590.56	10	102	1013	1051.01	1121	102		
242590.56	10	102	1013	1051.01	1121	103		
242590.56	10	102	1013	1051.01	1121	104		
242590.56	10	102	1013	1051.01	1121	105		
242590.66	11	102	1013	1051.01	1019	101		
242590.66	11	102	1013	1051.01	1019	102		
242590.66	11	102	1013	1051.01	1019	103		
242590.66	11	102	1013	1051.01	1019	104		
242590.66	11	102	1013	1051.01	1019	105		
242590.71	11	102	1013	1051.01	1071	101		
242590.71	11	102	1013	1051.01	1071	102		
242590.71	11	102	1013	1051.01	1071	103		
242590.71	11	102	1013	1051.01	1071	104		
242590.71	11	102	1013	1051.01	1071	105		
242600.11	10	102	1013	1052.01	1059	101		
242600.11	10	102	1013	1052.01	1059	102		
242600.11	10	102	1013	1052.01	1059	103		
242600.11	10	102	1013	1052.01	1059	104		
242600.11	10	102	1013	1052.01	1059	105		
242600.16	10	102	1013	1052.01	1062	101		
242600.16	10	102	1013	1052.01	1062	102		
242600.16	10	102	1013	1052.01	1062	103		
242600.16	10	102	1013	1052.01	1062	104		
242600.16	10	102	1013	1052.01	1062	105		
242600.21	10	102	1013	1052.01	1075	101		
242600.21	10	102	1013	1052.01	1075	102		
242600.21	10	102	1013	1052.01	1075	103		
242600.21	10	102	1013	1052.01	1075	104		
242600.21	10	102	1013	1052.01	1075	105		
242600.26	10	102	1013	1052.01	1081	101		
242600.26	10	102	1013	1052.01	1081	102		
242600.26	10	102	1013	1052.01	1081	103		
242600.26	10	102	1013	1052.01	1081	104		
242600.26	10	102	1013	1052.01	1081	105		
242600.31	10	102	1013	1052.01	1093	101		
242600.31	10	102	1013	1052.01	1093	102		
242600.31	10	102	1013	1052.01	1093	103		
242600.31	10	102	1013	1052.01	1093	104		
242600.31	10	102	1013	1052.01	1093	105		
242600.36	10	102	1013	1052.01	1105	101		
242600.36	10	102	1013	1052.01	1105	102		
242600.36	10	102	1013	1052.01	1105	103		
242600.36	10	102	1013	1052.01	1105	104		
242600.36	10	102	1013	1052.01	1105	105		
242600.41	10	102	1013	1052.01	1108	101		
242600.41	10	102	1013	1052.01	1108	102		
242600.41	10	102	1013	1052.01	1108	103		
242600.41	10	102	1013	1052.01	1108	104		
242600.41	10	102	1013	1052.01	1108	105		
242600.46	10	102	1013	1052.01	1113	101		
242600.46	10	102	1013	1052.01	1113	102		
242600.46	10	102	1013	1052.01	1113	103		
242600.46	10	102	1013	1052.01	1113	104		
242600.46	10	102	1013	1052.01	1113	105		
242600.51	10	102	1013	1052.01	1118	101		
242600.51	10	102	1013	1052.01	1118	102		
242600.51	10	102	1013	1052.01	1118	103		
242600.51	10	102	1013	1052.01	1118	104		
242600.51	10	102	1013	1052.01	1118	105		
242600.56	10	102	1013	1052.01	1121	101		
242600.56	10	102	1013	1052.01	1121	102		
242600.56	10	102	1013	1052.01	1121	103		
242600.56	10	102	1013	1052.01	1121	104		
242600.56	10	102	1013	1052.01	1121	105		
242600.66	11	102	1013	1052.01	1019	101		
242600.66	11	102	1013	1052.01	1019	102		
