ddat-profession-capability-framework	ddat-profession-capability-framework-skill-type	ddat-profession-capability-framework-job-family	ddat-profession-capability-framework-role	ddat-profession-capability-framework-role-level	ddat-profession-capability-framework-skill	ddat-profession-capability-framework-level	start-date	end-date
200010.11	10	101	1001	1001.01	1002	101		
200010.11	10	101	1001	1001.01	1002	102		
200010.11	10	101	1001	1001.01	1002	103		
200010.11	10	101	1001	1001.01	1002	104		
200010.11	10	101	1001	1001.01	1002	105		
200010.16	10	101	1001	1001.01	1012	101		
200010.16	10	101	1001	1001.01	1012	102		
200010.16	10	101	1001	1001.01	1012	103		
200010.16	10	101	1001	1001.01	1012	104		
200010.16	10	101	1001	1001.01	1012	105		
200010.21	10	101	1001	1001.01	1015	101		
200010.21	10	101	1001	1001.01	1015	102		
200010.21	10	101	1001	1001.01	1015	103		
200010.21	10	101	1001	1001.01	1015	104		
200010.21	10	101	1001	1001.01	1015	105		
200010.26	10	101	1001	1001.01	1046	101		
200010.26	10	101	1001	1001.01	1046	102		
200010.26	10	101	1001	1001.01	1046	103		
200010.26	10	101	1001	1001.01	1046	104		
200010.26	10	101	1001	1001.01	1046	105		
200010.31	10	101	1001	1001.01	1061	101		
200010.31	10	101	1001	1001.01	1061	102		
200010.31	10	101	1001	1001.01	1061	103		
200010.31	10	101	1001	1001.01	1061	104		
200010.31	10	101	1001	1001.01	1061	105		
200010.36	10	101	1001	1001.01	1090	101		
200010.36	10	101	1001	1001.01	1090	102		
200010.36	10	101	1001	1001.01	1090	103		
200010.36	10	101	1001	1001.01	1090	104		
200010.36	10	101	1001	1001.01	1090	105		
200010.41	10	101	1001	1001.01	1098	101		
200010.41	10	101	1001	1001.01	1098	102		
200010.41	10	101	1001	1001.01	1098	103		
200010.41	10	101	1001	1001.01	1098	104		
200010.41	10	101	1001	1001.01	1098	105		
200010.46	10	101	1001	1001.01	1136	101		
200010.46	10	101	1001	1001.01	1136	102		
200010.46	10	101	1001	1001.01	1136	103		
200010.46	10	101	1001	1001.01	1136	104		
200010.46	10	101	1001	1001.01	1136	105		
200010.66	11	101	1001	1001.01	1016	101		
200010.66	11	101	1001	1001.01	1016	102		
200010.66	11	101	1001	1001.01	1016	103		
200010.66	11	101	1001	1001.01	1016	104		
200010.66	11	101	1001	1001.01	1016	105		
200010.71	11	101	1001	1001.01	1017	101		
200010.71	11	101	1001	1001.01	1017	102		
200010.71	11	101	1001	1001.01	1017	103		
200010.71	11	101	1001	1001.01	1017	104		
200010.71	11	101	1001	1001.01	1017	105		
200010.76	11	101	1001	1001.01	1049	101		
200010.76	11	101	1001	1001.01	1049	102		
200010.76	11	101	1001	1001.01	1049	103		
200010.76	11	101	1001	1001.01	1049	104		
200010.76	11	101	1001	1001.01	1049	105		
200010.81	11	101	1001	1001.01	1070	101		
200010.81	11	101	1001	1001.01	1070	102		
200010.81	11	101	1001	1001.01	1070	103		
200010.81	11	101	1001	1001.01	1070	104		
200010.81	11	101	1001	1001.01	1070	105		
200010.86	11	101	1001	1001.01	1119	101		
200010.86	11	101	1001	1001.01	1119	102		
200010.86	11	101	1001	1001.01	1119	103		
200010.86	11	101	1001	1001.01	1119	104		
200010.86	11	101	1001	1001.01	1119	105		
200020.11	10	101	1001	1002.01	1002	101		
200020.11	10	101	1001	1002.01	1002	102		
200020.11	10	101	1001	1002.01	1002	103		
200020.11	10	101	1001	1002.01	1002	104		
200020.11	10	101	1001	1002.01	1002	105		
200020.16	10	101	1001	1002.01	1012	101		
200020.16	10	101	1001	1002.01	1012	102		
200020.16	10	101	1001	1002.01	1012	103		
200020.16	10	101	1001	1002.01	1012	104		
200020.16	10	101	1001	1002.01	1012	105		
200020.21	10	101	1001	1002.01	1015	101		
200020.21	10	101	1001	1002.01	1015	102		
200020.21	10	101	1001	1002.01	1015	103		
200020.21	10	101	1001	1002.01	1015	104		
200020.21	10	101	1001	1002.01	1015	105		
200020.26	10	101	1001	1002.01	1046	101		
200020.26	10	101	1001	1002.01	1046	102		
200020.26	10	101	1001	1002.01	1046	103		
200020.26	10	101	1001	1002.01	1046	104		
200020.26	10	101	1001	1002.01	1046	105		
200020.31	10	101	1001	1002.01	1061	101		
200020.31	10	101	1001	1002.01	1061	102		
200020.31	10	101	1001	1002.01	1061	103		
200020.31	10	101	1001	1002.01	1061	104		
200020.31	10	101	1001	1002.01	1061	105		
200020.36	10	101	1001	1002.01	1090	101		
200020.36	10	101	1001	1002.01	1090	102		
200020.36	10	101	1001	1002.01	1090	103		
200020.36	10	101	1001	1002.01	1090	104		
200020.36	10	101	1001	1002.01	1090	105		
200020.41	10	101	1001	1002.01	1098	101		
200020.41	10	101	1001	1002.01	1098	102		
200020.41	10	101	1001	1002.01	1098	103		
200020.41	10	101	1001	1002.01	1098	104		
200020.41	10	101	1001	1002.01	1098	105		
200020.46	10	101	1001	1002.01	1136	101		
200020.46	10	101	1001	1002.01	1136	102		
200020.46	10	101	1001	1002.01	1136	103		
200020.46	10	101	1001	1002.01	1136	104		
200020.46	10	101	1001	1002.01	1136	105		
200020.66	11	101	1001	1002.01	1016	101		
200020.66	11	101	1001	1002.01	1016	102		
200020.66	11	101	1001	1002.01	1016	103		
200020.66	11	101	1001	1002.01	1016	104		
200020.66	11	101	1001	1002.01	1016	105		
200020.71	11	101	1001	1002.01	1017	101		
200020.71	11	101	1001	1002.01	1017	102		
200020.71	11	101	1001	1002.01	1017	103		
200020.71	11	101	1001	1002.01	1017	104		
200020.71	11	101	1001	1002.01	1017	105		
200020.76	11	101	1001	1002.01	1049	101		
200020.76	11	101	1001	1002.01	1049	102		
200020.76	11	101	1001	1002.01	1049	103		
200020.76	11	101	1001	1002.01	1049	104		
200020.76	11	101	1001	1002.01	1049	105		
200020.81	11	101	1001	1002.01	1070	101		
200020.81	11	101	1001	1002.01	1070	102		
200020.81	11	101	1001	1002.01	1070	103		
200020.81	11	101	1001	1002.01	1070	104		
200020.81	11	101	1001	1002.01	1070	105		
200020.86	11	101	1001	1002.01	1119	101		
200020.86	11	101	1001	1002.01	1119	102		
200020.86	11	101	1001	1002.01	1119	103		
200020.86	11	101	1001	1002.01	1119	104		
200020.86	11	101	1001	1002.01	1119	105		
200030.11	10	101	1001	1003.01	1002	101		
200030.11	10	101	1001	1003.01	1002	102		
200030.11	10	101	1001	1003.01	1002	103		
200030.11	10	101	1001	1003.01	1002	104		
200030.11	10	101	1001	1003.01	1002	105		
200030.16	10	101	1001	1003.01	1012	101		
200030.16	10	101	1001	1003.01	1012	102		
200030.16	10	101	1001	1003.01	1012	103		
200030.16	10	101	1001	1003.01	1012	104		
200030.16	10	101	1001	1003.01	1012	105		
200030.21	10	101	1001	1003.01	1015	101		
200030.21	10	101	1001	1003.01	1015	102		
200030.21	10	101	1001	1003.01	1015	103		
200030.21	10	101	1001	1003.01	1015	104		
200030.21	10	101	1001	1003.01	1015	105		
200030.26	10	101	1001	1003.01	1046	101		
200030.26	10	101	1001	1003.01	1046	102		
200030.26	10	101	1001	1003.01	1046	103		
200030.26	10	101	1001	1003.01	1046	104		
200030.26	10	101	1001	1003.01	1046	105		
200030.31	10	101	1001	1003.01	1061	101		
200030.31	10	101	1001	1003.01	1061	102		
200030.31	10	101	1001	1003.01	1061	103		
200030.31	10	101	1001	1003.01	1061	104		
200030.31	10	101	1001	1003.01	1061	105		
200030.36	10	101	1001	1003.01	1090	101		
200030.36	10	101	1001	1003.01	1090	102		
200030.36	10	101	1001	1003.01	1090	103		
200030.36	10	101	1001	1003.01	1090	104		
200030.36	10	101	1001	1003.01	1090	105		
200030.41	10	101	1001	1003.01	1098	101		
200030.41	10	101	1001	1003.01	1098	102		
200030.41	10	101	1001	1003.01	1098	103		
200030.41	10	101	1001	1003.01	1098	104		
200030.41	10	101	1001	1003.01	1098	105		
200030.46	10	101	1001	1003.01	1136	101		
200030.46	10	101	1001	1003.01	1136	102		
200030.46	10	101	1001	1003.01	1136	103		
200030.46	10	101	1001	1003.01	1136	104		
200030.46	10	101	1001	1003.01	1136	105		
200030.66	11	101	1001	1003.01	1016	101		
200030.66	11	101	1001	1003.01	1016	102		
200030.66	11	101	1001	1003.01	1016	103		
200030.66	11	101	1001	1003.01	1016	104		
200030.66	11	101	1001	1003.01	1016	105		
200030.71	11	101	1001	1003.01	1017	101		
200030.71	11	101	1001	1003.01	1017	102		
200030.71	11	101	1001	1003.01	1017	103		
200030.71	11	101	1001	1003.01	1017	104		
200030.71	11	101	1001	1003.01	1017	105		
200030.76	11	101	1001	1003.01	1049	101		
200030.76	11	101	1001	1003.01	1049	102		
200030.76	11	101	1001	1003.01	1049	103		
200030.76	11	101	1001	1003.01	1049	104		
200030.76	11	101	1001	1003.01	1049	105		
200030.81	11	101	1001	1003.01	1070	101		
200030.81	11	101	1001	1003.01	1070	102		
200030.81	11	101	1001	1003.01	1070	103		
200030.81	11	101	1001	1003.01	1070	104		
200030.81	11	101	1001	1003.01	1070	105		
200030.86	11	101	1001	1003.01	1119	101		
200030.86	11	101	1001	1003.01	1119	102		
200030.86	11	101	1001	1003.01	1119	103		
200030.86	11	101	1001	1003.01	1119	104		
200030.86	11	101	1001	1003.01	1119	105		
200040.11	10	101	1001	1004.01	1002	101		
200040.11	10	101	1001	1004.01	1002	102		
200040.11	10	101	1001	1004.01	1002	103		
200040.11	10	101	1001	1004.01	1002	104		
200040.11	10	101	1001	1004.01	1002	105		
200040.16	10	101	1001	1004.01	1012	101		
200040.16	10	101	1001	1004.01	1012	102		
200040.16	10	101	1001	1004.01	1012	103		
200040.16	10	101	1001	1004.01	1012	104		
200040.16	10	101	1001	1004.01	1012	105		
200040.21	10	101	1001	1004.01	1015	101		
200040.21	10	101	1001	1004.01	1015	102		
200040.21	10	101	1001	1004.01	1015	103		
200040.21	10	101	1001	1004.01	1015	104		
200040.21	10	101	1001	1004.01	1015	105		
200040.26	10	101	1001	1004.01	1046	101		
200040.26	10	101	1001	1004.01	1046	102		
200040.26	10	101	1001	1004.01	1046	103		
200040.26	10	101	1001	1004.01	1046	104		
200040.26	10	101	1001	1004.01	1046	105		
200040.31	10	101	1001	1004.01	1061	101		
200040.31	10	101	1001	1004.01	1061	102		
200040.31	10	101	1001	1004.01	1061	103		
200040.31	10	101	1001	1004.01	1061	104		
200040.31	10	101	1001	1004.01	1061	105		
200040.36	10	101	1001	1004.01	1090	101		
200040.36	10	101	1001	1004.01	1090	102		
200040.36	10	101	1001	1004.01	1090	103		
200040.36	10	101	1001	1004.01	1090	104		
200040.36	10	101	1001	1004.01	1090	105		
200040.41	10	101	1001	1004.01	1098	101		
200040.41	10	101	1001	1004.01	1098	102		
200040.41	10	101	1001	1004.01	1098	103		
200040.41	10	101	1001	1004.01	1098	104		
200040.41	10	101	1001	1004.01	1098	105		
200040.46	10	101	1001	1004.01	1136	101		
200040.46	10	101	1001	1004.01	1136	102		
200040.46	10	101	1001	1004.01	1136	103		
200040.46	10	101	1001	1004.01	1136	104		
200040.46	10	101	1001	1004.01	1136	105		
200040.66	11	101	1001	1004.01	1016	101		
200040.66	11	101	1001	1004.01	1016	102		
200040.66	11	101	1001	1004.01	1016	103		
200040.66	11	101	1001	1004.01	1016	104		
200040.66	11	101	1001	1004.01	1016	105		
200040.71	11	101	1001	1004.01	1017	101		
200040.71	11	101	1001	1004.01	1017	102		
200040.71	11	101	1001	1004.01	1017	103		
200040.71	11	101	1001	1004.01	1017	104		
200040.71	11	101	1001	1004.01	1017	105		
200040.76	11	101	1001	1004.01	1049	101		
200040.76	11	101	1001	1004.01	1049	102		
200040.76	11	101	1001	1004.01	1049	103		
200040.76	11	101	1001	1004.01	1049	104		
200040.76	11	101	1001	1004.01	1049	105		
200040.81	11	101	1001	1004.01	1070	101		
200040.81	11	101	1001	1004.01	1070	102		
200040.81	11	101	1001	1004.01	1070	103		
200040.81	11	101	1001	1004.01	1070	104		
200040.81	11	101	1001	1004.01	1070	105		
200040.86	11	101	1001	1004.01	1119	101		
200040.86	11	101	1001	1004.01	1119	102		
200040.86	11	101	1001	1004.01	1119	103		
200040.86	11	101	1001	1004.01	1119	104		
200040.86	11	101	1001	1004.01	1119	105		
200050.11	10	101	1001	1005.01	1002	101		
200050.11	10	101	1001	1005.01	1002	102		
200050.11	10	101	1001	1005.01	1002	103		
200050.11	10	101	1001	1005.01	1002	104		
200050.11	10	101	1001	1005.01	1002	105		
200050.16	10	101	1001	1005.01	1012	101		
200050.16	10	101	1001	1005.01	1012	102		
200050.16	10	101	1001	1005.01	1012	103		
200050.16	10	101	1001	1005.01	1012	104		
200050.16	10	101	1001	1005.01	1012	105		
200050.21	10	101	1001	1005.01	1015	101		
200050.21	10	101	1001	1005.01	1015	102		
200050.21	10	101	1001	1005.01	1015	103		
200050.21	10	101	1001	1005.01	1015	104		
200050.21	10	101	1001	1005.01	1015	105		
200050.26	10	101	1001	1005.01	1046	101		
200050.26	10	101	1001	1005.01	1046	102		
200050.26	10	101	1001	1005.01	1046	103		
200050.26	10	101	1001	1005.01	1046	104		
200050.26	10	101	1001	1005.01	1046	105		
200050.31	10	101	1001	1005.01	1061	101		
200050.31	10	101	1001	1005.01	1061	102		
200050.31	10	101	1001	1005.01	1061	103		
200050.31	10	101	1001	1005.01	1061	104		
200050.31	10	101	1001	1005.01	1061	105		
200050.36	10	101	1001	1005.01	1090	101		
200050.36	10	101	1001	1005.01	1090	102		
200050.36	10	101	1001	1005.01	1090	103		
200050.36	10	101	1001	1005.01	1090	104		
200050.36	10	101	1001	1005.01	1090	105		
200050.41	10	101	1001	1005.01	1098	101		
200050.41	10	101	1001	1005.01	1098	102		
200050.41	10	101	1001	1005.01	1098	103		
200050.41	10	101	1001	1005.01	1098	104		
200050.41	10	101	1001	1005.01	1098	105		
200050.46	10	101	1001	1005.01	1136	101		
200050.46	10	101	1001	1005.01	1136	102		
200050.46	10	101	1001	1005.01	1136	103		
200050.46	10	101	1001	1005.01	1136	104		
200050.46	10	101	1001	1005.01	1136	105		
200050.66	11	101	1001	1005.01	1016	101		
200050.66	11	101	1001	1005.01	1016	102		
200050.66	11	101	1001	1005.01	1016	103		
200050.66	11	101	1001	1005.01	1016	104		
200050.66	11	101	1001	1005.01	1016	105		
200050.71	11	101	1001	1005.01	1017	101		
200050.71	11	101	1001	1005.01	1017	102		
200050.71	11	101	1001	1005.01	1017	103		
200050.71	11	101	1001	1005.01	1017	104		
200050.71	11	101	1001	1005.01	1017	105		
200050.76	11	101	1001	1005.01	1049	101		
200050.76	11	101	1001	1005.01	1049	102		
200050.76	11	101	1001	1005.01	1049	103		
200050.76	11	101	1001	1005.01	1049	104		
200050.76	11	101	1001	1005.01	1049	105		
200050.81	11	101	1001	1005.01	1070	101		
200050.81	11	101	1001	1005.01	1070	102		
200050.81	11	101	1001	1005.01	1070	103		
200050.81	11	101	1001	1005.01	1070	104		
200050.81	11	101	1001	1005.01	1070	105		
200050.86	11	101	1001	1005.01	1119	101		
200050.86	11	101	1001	1005.01	1119	102		
200050.86	11	101	1001	1005.01	1119	103		
200050.86	11	101	1001	1005.01	1119	104		
200050.86	11	101	1001	1005.01	1119	105		
200250.11	10	101	1002	1006.01	1021	101		
200250.11	10	101	1002	1006.01	1021	102		
200250.11	10	101	1002	1006.01	1021	103		
200250.11	10	101	1002	1006.01	1021	104		
200250.11	10	101	1002	1006.01	1021	105		
200250.16	10	101	1002	1006.01	1023	101		
200250.16	10	101	1002	1006.01	1023	102		
200250.16	10	101	1002	1006.01	1023	103		
200250.16	10	101	1002	1006.01	1023	104		
200250.16	10	101	1002	1006.01	1023	105		
200250.21	10	101	1002	1006.01	1027	101		
200250.21	10	101	1002	1006.01	1027	102		
200250.21	10	101	1002	1006.01	1027	103		
200250.21	10	101	1002	1006.01	1027	104		
200250.21	10	101	1002	1006.01	1027	105		
200250.26	10	101	1002	1006.01	1052	101		
200250.26	10	101	1002	1006.01	1052	102		
200250.26	10	101	1002	1006.01	1052	103		
200250.26	10	101	1002	1006.01	1052	104		
200250.26	10	101	1002	1006.01	1052	105		
200250.31	10	101	1002	1006.01	1065	101		
200250.31	10	101	1002	1006.01	1065	102		
200250.31	10	101	1002	1006.01	1065	103		
200250.31	10	101	1002	1006.01	1065	104		
200250.31	10	101	1002	1006.01	1065	105		
200250.36	10	101	1002	1006.01	1066	101		
200250.36	10	101	1002	1006.01	1066	102		
200250.36	10	101	1002	1006.01	1066	103		
200250.36	10	101	1002	1006.01	1066	104		
200250.36	10	101	1002	1006.01	1066	105		
200250.41	10	101	1002	1006.01	1068	101		
200250.41	10	101	1002	1006.01	1068	102		
200250.41	10	101	1002	1006.01	1068	103		
200250.41	10	101	1002	1006.01	1068	104		
200250.41	10	101	1002	1006.01	1068	105		
200250.46	10	101	1002	1006.01	1077	101		
200250.46	10	101	1002	1006.01	1077	102		
200250.46	10	101	1002	1006.01	1077	103		
200250.46	10	101	1002	1006.01	1077	104		
200250.46	10	101	1002	1006.01	1077	105		
200250.66	11	101	1002	1006.01	1001	101		
200250.66	11	101	1002	1006.01	1001	102		
200250.66	11	101	1002	1006.01	1001	103		
200250.66	11	101	1002	1006.01	1001	104		
200250.66	11	101	1002	1006.01	1001	105		
200450.11	10	101	1003	1007.01	1001	101		
200450.11	10	101	1003	1007.01	1001	102		
200450.11	10	101	1003	1007.01	1001	103		
200450.11	10	101	1003	1007.01	1001	104		
200450.11	10	101	1003	1007.01	1001	105		
200450.16	10	101	1003	1007.01	1023	101		
200450.16	10	101	1003	1007.01	1023	102		
200450.16	10	101	1003	1007.01	1023	103		
200450.16	10	101	1003	1007.01	1023	104		
200450.16	10	101	1003	1007.01	1023	105		
200450.21	10	101	1003	1007.01	1066	101		
200450.21	10	101	1003	1007.01	1066	102		
200450.21	10	101	1003	1007.01	1066	103		
200450.21	10	101	1003	1007.01	1066	104		
200450.21	10	101	1003	1007.01	1066	105		
200450.26	10	101	1003	1007.01	1068	101		
200450.26	10	101	1003	1007.01	1068	102		
200450.26	10	101	1003	1007.01	1068	103		
200450.26	10	101	1003	1007.01	1068	104		
200450.26	10	101	1003	1007.01	1068	105		
200450.31	10	101	1003	1007.01	1077	101		
200450.31	10	101	1003	1007.01	1077	102		
200450.31	10	101	1003	1007.01	1077	103		
200450.31	10	101	1003	1007.01	1077	104		
200450.31	10	101	1003	1007.01	1077	105		
200450.36	10	101	1003	1007.01	1109	101		
200450.36	10	101	1003	1007.01	1109	102		
200450.36	10	101	1003	1007.01	1109	103		
200450.36	10	101	1003	1007.01	1109	104		
200450.36	10	101	1003	1007.01	1109	105		
200450.66	11	101	1003	1007.01	1021	101		
200450.66	11	101	1003	1007.01	1021	102		
200450.66	11	101	1003	1007.01	1021	103		
200450.66	11	101	1003	1007.01	1021	104		
200450.66	11	101	1003	1007.01	1021	105		
200450.71	11	101	1003	1007.01	1052	101		
200450.71	11	101	1003	1007.01	1052	102		
200450.71	11	101	1003	1007.01	1052	103		
200450.71	11	101	1003	1007.01	1052	104		
200450.71	11	101	1003	1007.01	1052	105		
200450.76	11	101	1003	1007.01	1065	101		
200450.76	11	101	1003	1007.01	1065	102		
200450.76	11	101	1003	1007.01	1065	103		
200450.76	11	101	1003	1007.01	1065	104		
200450.76	11	101	1003	1007.01	1065	105		
200460.11	10	101	1003	1008.01	1001	101		
200460.11	10	101	1003	1008.01	1001	102		
200460.11	10	101	1003	1008.01	1001	103		
200460.11	10	101	1003	1008.01	1001	104		
200460.11	10	101	1003	1008.01	1001	105		
200460.16	10	101	1003	1008.01	1023	101		
200460.16	10	101	1003	1008.01	1023	102		
200460.16	10	101	1003	1008.01	1023	103		
200460.16	10	101	1003	1008.01	1023	104		
200460.16	10	101	1003	1008.01	1023	105		
200460.21	10	101	1003	1008.01	1066	101		
200460.21	10	101	1003	1008.01	1066	102		
200460.21	10	101	1003	1008.01	1066	103		
200460.21	10	101	1003	1008.01	1066	104		
200460.21	10	101	1003	1008.01	1066	105		
200460.26	10	101	1003	1008.01	1068	101		
200460.26	10	101	1003	1008.01	1068	102		
200460.26	10	101	1003	1008.01	1068	103		
200460.26	10	101	1003	1008.01	1068	104		
200460.26	10	101	1003	1008.01	1068	105		
200460.31	10	101	1003	1008.01	1077	101		
200460.31	10	101	1003	1008.01	1077	102		
200460.31	10	101	1003	1008.01	1077	103		
200460.31	10	101	1003	1008.01	1077	104		
200460.31	10	101	1003	1008.01	1077	105		
200460.36	10	101	1003	1008.01	1109	101		
200460.36	10	101	1003	1008.01	1109	102		
200460.36	10	101	1003	1008.01	1109	103		
200460.36	10	101	1003	1008.01	1109	104		
200460.36	10	101	1003	1008.01	1109	105		
200460.66	11	101	1003	1008.01	1021	101		
200460.66	11	101	1003	1008.01	1021	102		
200460.66	11	101	1003	1008.01	1021	103		
200460.66	11	101	1003	1008.01	1021	104		
200460.66	11	101	1003	1008.01	1021	105		
200460.71	11	101	1003	1008.01	1052	101		
200460.71	11	101	1003	1008.01	1052	102		
200460.71	11	101	1003	1008.01	1052	103		
200460.71	11	101	1003	1008.01	1052	104		
200460.71	11	101	1003	1008.01	1052	105		
200460.76	11	101	1003	1008.01	1065	101		
200460.76	11	101	1003	1008.01	1065	102		
200460.76	11	101	1003	1008.01	1065	103		
200460.76	11	101	1003	1008.01	1065	104		
200460.76	11	101	1003	1008.01	1065	105		
200470.11	10	101	1003	1009.01	1001	101		
200470.11	10	101	1003	1009.01	1001	102		
200470.11	10	101	1003	1009.01	1001	103		
200470.11	10	101	1003	1009.01	1001	104		
200470.11	10	101	1003	1009.01	1001	105		
200470.16	10	101	1003	1009.01	1023	101		
200470.16	10	101	1003	1009.01	1023	102		
200470.16	10	101	1003	1009.01	1023	103		
200470.16	10	101	1003	1009.01	1023	104		
200470.16	10	101	1003	1009.01	1023	105		
200470.21	10	101	1003	1009.01	1066	101		
200470.21	10	101	1003	1009.01	1066	102		
200470.21	10	101	1003	1009.01	1066	103		
200470.21	10	101	1003	1009.01	1066	104		
200470.21	10	101	1003	1009.01	1066	105		
200470.26	10	101	1003	1009.01	1068	101		
200470.26	10	101	1003	1009.01	1068	102		
200470.26	10	101	1003	1009.01	1068	103		
200470.26	10	101	1003	1009.01	1068	104		
200470.26	10	101	1003	1009.01	1068	105		
200470.31	10	101	1003	1009.01	1077	101		
200470.31	10	101	1003	1009.01	1077	102		
200470.31	10	101	1003	1009.01	1077	103		
200470.31	10	101	1003	1009.01	1077	104		
200470.31	10	101	1003	1009.01	1077	105		
200470.36	10	101	1003	1009.01	1109	101		
200470.36	10	101	1003	1009.01	1109	102		
200470.36	10	101	1003	1009.01	1109	103		
200470.36	10	101	1003	1009.01	1109	104		
200470.36	10	101	1003	1009.01	1109	105		
200470.66	11	101	1003	1009.01	1021	101		
200470.66	11	101	1003	1009.01	1021	102		
200470.66	11	101	1003	1009.01	1021	103		
200470.66	11	101	1003	1009.01	1021	104		
200470.66	11	101	1003	1009.01	1021	105		
200470.71	11	101	1003	1009.01	1052	101		
200470.71	11	101	1003	1009.01	1052	102		
200470.71	11	101	1003	1009.01	1052	103		
200470.71	11	101	1003	1009.01	1052	104		
200470.71	11	101	1003	1009.01	1052	105		
200470.76	11	101	1003	1009.01	1065	101		
200470.76	11	101	1003	1009.01	1065	102		
200470.76	11	101	1003	1009.01	1065	103		
200470.76	11	101	1003	1009.01	1065	104		
200470.76	11	101	1003	1009.01	1065	105		
200480.11	10	101	1003	1010.01	1001	101		
200480.11	10	101	1003	1010.01	1001	102		
200480.11	10	101	1003	1010.01	1001	103		
200480.11	10	101	1003	1010.01	1001	104		
200480.11	10	101	1003	1010.01	1001	105		
200480.16	10	101	1003	1010.01	1023	101		
200480.16	10	101	1003	1010.01	1023	102		
200480.16	10	101	1003	1010.01	1023	103		
200480.16	10	101	1003	1010.01	1023	104		
200480.16	10	101	1003	1010.01	1023	105		
200480.21	10	101	1003	1010.01	1066	101		
200480.21	10	101	1003	1010.01	1066	102		
200480.21	10	101	1003	1010.01	1066	103		
200480.21	10	101	1003	1010.01	1066	104		
200480.21	10	101	1003	1010.01	1066	105		
200480.26	10	101	1003	1010.01	1068	101		
200480.26	10	101	1003	1010.01	1068	102		
200480.26	10	101	1003	1010.01	1068	103		
200480.26	10	101	1003	1010.01	1068	104		
200480.26	10	101	1003	1010.01	1068	105		
200480.31	10	101	1003	1010.01	1077	101		
200480.31	10	101	1003	1010.01	1077	102		
200480.31	10	101	1003	1010.01	1077	103		
200480.31	10	101	1003	1010.01	1077	104		
200480.31	10	101	1003	1010.01	1077	105		
200480.36	10	101	1003	1010.01	1109	101		
200480.36	10	101	1003	1010.01	1109	102		
200480.36	10	101	1003	1010.01	1109	103		
200480.36	10	101	1003	1010.01	1109	104		
200480.36	10	101	1003	1010.01	1109	105		
200480.66	11	101	1003	1010.01	1021	101		
200480.66	11	101	1003	1010.01	1021	102		
200480.66	11	101	1003	1010.01	1021	103		
200480.66	11	101	1003	1010.01	1021	104		
200480.66	11	101	1003	1010.01	1021	105		
200480.71	11	101	1003	1010.01	1052	101		
200480.71	11	101	1003	1010.01	1052	102		
200480.71	11	101	1003	1010.01	1052	103		
200480.71	11	101	1003	1010.01	1052	104		
200480.71	11	101	1003	1010.01	1052	105		
200480.76	11	101	1003	1010.01	1065	101		
200480.76	11	101	1003	1010.01	1065	102		
200480.76	11	101	1003	1010.01	1065	103		
200480.76	11	101	1003	1010.01	1065	104		
200480.76	11	101	1003	1010.01	1065	105		
200680.11	10	101	1004	1011.01	1002	101		
200680.11	10	101	1004	1011.01	1002	102		
200680.11	10	101	1004	1011.01	1002	103		
200680.11	10	101	1004	1011.01	1002	104		
200680.11	10	101	1004	1011.01	1002	105		
200680.16	10	101	1004	1011.01	1053	101		
200680.16	10	101	1004	1011.01	1053	102		
200680.16	10	101	1004	1011.01	1053	103		
200680.16	10	101	1004	1011.01	1053	104		
200680.16	10	101	1004	1011.01	1053	105		
200680.21	10	101	1004	1011.01	1065	101		
200680.21	10	101	1004	1011.01	1065	102		
200680.21	10	101	1004	1011.01	1065	103		
200680.21	10	101	1004	1011.01	1065	104		
200680.21	10	101	1004	1011.01	1065	105		
200680.26	10	101	1004	1011.01	1074	101		
200680.26	10	101	1004	1011.01	1074	102		
200680.26	10	101	1004	1011.01	1074	103		
200680.26	10	101	1004	1011.01	1074	104		
200680.26	10	101	1004	1011.01	1074	105		
200680.31	10	101	1004	1011.01	1079	101		
200680.31	10	101	1004	1011.01	1079	102		
200680.31	10	101	1004	1011.01	1079	103		
200680.31	10	101	1004	1011.01	1079	104		
200680.31	10	101	1004	1011.01	1079	105		
200680.36	10	101	1004	1011.01	1100	101		
200680.36	10	101	1004	1011.01	1100	102		
200680.36	10	101	1004	1011.01	1100	103		
200680.36	10	101	1004	1011.01	1100	104		
200680.36	10	101	1004	1011.01	1100	105		
200680.41	10	101	1004	1011.01	1136	101		
200680.41	10	101	1004	1011.01	1136	102		
200680.41	10	101	1004	1011.01	1136	103		
200680.41	10	101	1004	1011.01	1136	104		
200680.41	10	101	1004	1011.01	1136	105		
200680.66	11	101	1004	1011.01	1041	101		
200680.66	11	101	1004	1011.01	1041	102		
200680.66	11	101	1004	1011.01	1041	103		
200680.66	11	101	1004	1011.01	1041	104		
200680.66	11	101	1004	1011.01	1041	105		
200680.71	11	101	1004	1011.01	1082	101		
200680.71	11	101	1004	1011.01	1082	102		
200680.71	11	101	1004	1011.01	1082	103		
200680.71	11	101	1004	1011.01	1082	104		
200680.71	11	101	1004	1011.01	1082	105		
200880.11	10	101	1005	1012.01	1002	101		
200880.11	10	101	1005	1012.01	1002	102		
200880.11	10	101	1005	1012.01	1002	103		
200880.11	10	101	1005	1012.01	1002	104		
200880.11	10	101	1005	1012.01	1002	105		
200880.16	10	101	1005	1012.01		101		
200880.16	10	101	1005	1012.01		102		
200880.16	10	101	1005	1012.01		103		
200880.16	10	101	1005	1012.01		104		
